Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
33,2007-11-22,45.420265197753906,48.43332721341276,43.44895649213904,46.5421486957955,34096185
34,2007-11-23,48.43333435058594,48.72181785164957,45.70875539198352,48.40127966211722,27664090
35,2007-11-26,48.8179931640625,50.22836077902193,48.433349822298375,50.22836077902193,20159123
36,2007-11-27,47.615966796875,49.65138548787593,47.11913426452007,49.65138548787593,20573198
37,2007-11-28,46.91077423095703,48.88208760104269,46.590236037132044,48.6577091263342,16435311
38,2007-11-29,45.6446533203125,48.337173417339066,45.051656761737085,48.08074458812805,25530967
39,2007-11-30,47.407623291015625,47.69610687049257,45.83698660490459,46.47806315822163,18437721
40,2007-12-03,48.08074951171875,48.67374613101852,47.61596732015396,47.98458543023388,16851227
41,2007-12-04,47.455692291259766,48.80195448383856,47.103099398196015,48.40128172980649,14008727
42,2007-12-05,49.346866607666016,49.523165227225334,47.439666915256396,47.53582663677776,27725290
43,2007-12-06,48.43333435058594,51.17393413205656,47.80828314196688,50.42066851714005,24104710
44,2007-12-07,48.224979400634766,49.426997570287035,47.3595289270315,48.737841355868525,11742386
45,2007-12-10,48.273075103759766,48.86606739730595,47.64802376762722,48.689773096129244,8330010
46,2007-12-11,48.04869079589844,48.978250753639536,47.808287133676885,48.705792400272884,11685950
47,2007-12-12,48.01663589477539,48.44936335439741,47.119130632104195,47.439668846997876,16342131
48,2007-12-13,47.21528625488281,48.721817473007825,47.03899199104107,48.08074109892525,14620172
49,2007-12-14,46.7504997253418,47.48774009439226,46.51009610778606,47.05501271327653,10991851
50,2007-12-17,43.92978286743164,47.27940965455468,43.272676780550675,47.02297642031624,19355678
51,2007-12-18,43.737457275390625,45.19590466151473,42.3751696310146,43.43294418055752,21607783
52,2007-12-19,42.93610382080078,45.532464200817074,42.56748574746745,45.14781660837846,19526912
53,2007-12-20,42.50337600708008,43.84963822166257,42.31105221248576,43.49704532283595,17105204
54,2007-12-24,43.80155563354492,44.490711869332806,42.79185686166642,43.14444973854642,16711519
55,2007-12-26,45.13179016113281,45.676706843755,44.041961143466054,44.041961143466054,20930094
56,2007-12-27,45.45233154296875,46.70242974914526,45.067683934493864,46.06135330007239,44565277
57,2007-12-28,45.80492401123047,45.997247813585844,44.87535969110914,45.35616702320864,18354518
58,2007-12-31,46.14149856567383,46.41395698928313,45.580556542540116,46.15752808916786,11982308
59,2008-01-01,46.99090576171875,47.42363316510879,45.94915669868731,46.38188410207735,16687746
60,2008-01-02,46.73447799682617,47.34349966995089,46.04532177861722,46.99090680206479,13437280
61,2008-01-03,48.65771484375,48.850038652159064,45.88506001088478,46.44600191599073,31815218
62,2008-01-04,48.40127944946289,50.00397039008311,48.08074126133885,49.362894013835025,28011310
63,2008-01-07,48.000614166259766,49.106468478421846,47.48775211612551,48.09677389859453,15858063
64,2008-01-08,46.36587142944336,48.72182850727736,45.80492947508185,48.04869729252787,13282666
65,2008-01-09,45.628604888916016,46.62227379850968,45.5164156922952,46.41392491768583,13113527
66,2008-01-10,44.53879165649414,47.1191266784237,44.23427863886517,45.836973926432094,18023003
67,2008-01-11,45.211944580078125,45.644672212607865,43.43295416802909,45.14783517245167,11629440
68,2008-01-14,45.901084899902344,46.381892244166124,44.570852116954825,45.292063133350496,10264240
69,2008-01-15,44.50672912597656,46.83063057948382,44.13811114424591,46.6383111786342,11558334
70,2008-01-16,43.59320831298828,44.554823010440465,42.48735401946509,44.1862049125994,14834065
71,2008-01-17,44.763179779052734,45.756849245618774,42.82392071497195,43.75348079108404,16169395
72,2008-01-18,42.679683685302734,44.442644205891945,42.31106118929845,44.39455998635844,13254156
73,2008-01-21,35.41948699951172,42.31105970126401,30.851814546654108,42.31105970126401,33202389
74,2008-01-22,31.86150360107422,33.656518317093074,25.306495940437188,31.9256108036916,58755707
75,2008-01-23,35.41948699951172,36.781774626602285,32.374373480132796,32.374373480132796,28425991
76,2008-01-24,35.49962615966797,38.0158527366005,33.81680004961219,37.326696246760136,29911930
77,2008-01-25,37.32668685913086,37.502981144433896,35.820155457607314,37.18244291837169,12550722
78,2008-01-28,37.727359771728516,38.015843306663115,33.81679166126144,36.81382495478733,13601109
79,2008-01-29,37.10231018066406,38.36843797470833,36.54136825755703,37.82352122465881,7679877
80,2008-01-30,35.050865173339844,37.34271265866629,34.5860829987113,37.18244354294306,9016102
81,2008-01-31,32.7590217590332,35.51565194448094,32.37437624273081,35.41949002195799,41538563
82,2008-02-01,33.896934509277344,34.13733823845549,33.015454168957454,33.31996512449188,9089201
83,2008-02-04,35.643863677978516,36.060563861323175,34.53800708764061,34.53800708764061,12009385
84,2008-02-05,36.74971008300781,37.23051735196598,34.93867023944754,35.707961000265136,14593303
85,2008-02-06,36.42917251586914,36.86189993471863,34.39375634734904,35.74001628829712,12429218
86,2008-02-07,34.714290618896484,37.1664087596491,34.48991434966258,35.93233601817996,11300078
87,2008-02-08,33.816795349121094,35.2271628329461,33.1917439989501,34.93867926655119,13514197
88,2008-02-11,31.42877769470215,34.29759634459778,31.092212147496586,34.29759634459778,15133331
89,2008-02-12,30.867841720581055,32.58272229923317,30.611410675111223,32.37437329754536,10237627
90,2008-02-13,30.419084548950195,31.81342448541868,29.794035461996124,31.412751715090568,10395753
91,2008-02-14,33.079559326171875,33.41612496072685,31.092220216909872,31.092220216909872,12514003
92,2008-02-15,34.02513122558594,34.297589512811655,32.06984771132559,32.951327592153255,12080990
93,2008-02-18,33.83281326293945,34.7944300167419,33.544329758450836,34.7944300167419,6977153
94,2008-02-19,33.46421432495117,34.52199140192865,33.20778318904905,34.44185680782111,7226542
95,2008-02-20,32.630802154541016,33.15969159317001,32.26218402132411,33.14366424524987,5604999
96,2008-02-21,32.85517501831055,33.41611688236441,32.45450225827207,33.15968588118202,3874365
97,2008-02-22,32.4384765625,32.64682553879831,31.428779851590054,31.765345421893368,2691220
98,2008-02-25,32.71092987060547,33.1116026157608,31.92561172485877,32.823119108764466,6270186
99,2008-02-26,32.83914566040039,33.30392559880033,32.67887656620809,33.01544209876967,7139423
100,2008-02-27,34.76237487792969,36.47725288581689,33.31995302657979,33.31995302657979,43223132
101,2008-02-28,35.740013122558594,36.01247142492865,34.61812957551002,35.098936809959405,35763847
102,2008-02-29,35.22716522216797,36.22083477165852,34.65019805024634,35.51565098191814,16477462
103,2008-03-03,33.752681732177734,34.8745676829485,33.36803630054175,33.68857452253656,10049153
104,2008-03-04,32.88722610473633,34.10527167704425,32.05382810436999,33.97705726892289,11485198
105,2008-03-05,33.496253967285156,33.65652308341974,32.08588444102737,33.0474991378349,8581053
106,2008-03-07,31.7813663482666,33.01543913217553,30.45113168172515,33.01543913217553,14251925
107,2008-03-10,31.668607711791992,31.89412121688863,29.848388910533068,31.829689098976182,11713659
108,2008-03-11,34.278133392333984,34.60029622623465,30.669910089607882,31.410882859734166,19665129
109,2008-03-12,33.408294677734375,35.43792099864417,33.086131839012396,35.212407448500095,12262350
110,2008-03-13,28.81747817993164,32.86062528894462,28.028179493885155,32.53846238159446,47000084
111,2008-03-14,30.79878044128418,30.927644726411348,29.02688450434723,29.62288455406911,35798540
112,2008-03-17,29.590667724609375,30.218884898728234,28.962450550490516,30.218884898728234,19211273
113,2008-03-18,29.848403930664062,30.42829765329895,29.05910298842942,29.542347393157286,12632937
114,2008-03-19,30.025590896606445,33.44051636147333,29.832292280659992,31.24980818157726,16449023
115,2008-03-24,30.315534591674805,31.153158957889385,29.655100247329482,31.153158957889385,11636914
116,2008-03-25,31.459218978881836,31.65251543213619,30.54105372530004,31.104838870704622,13232423
117,2008-03-26,31.265901565551758,32.02298489438713,30.927630244480504,31.24979299125199,11448313
118,2008-03-27,31.829702377319336,32.135758888491296,30.798781506234214,30.798781506234214,17425122
119,2008-03-28,31.89411735534668,32.13574159167475,31.056495554286617,31.97465803918741,11599511
120,2008-03-31,31.668607711791992,32.03909621319932,31.24979566815186,31.89412121688863,9914705
121,2008-04-01,31.73304557800293,32.184074854704285,31.330342037094514,31.8941269943663,6034588
122,2008-04-02,32.248504638671875,33.18277809650833,31.894124674525916,31.894124674525916,6087024
123,2008-04-03,31.990781784057617,32.47402611627326,31.733051036581227,32.32905325356995,3883474
124,2008-04-04,31.829702377319336,32.20019103328279,31.21759372458953,32.20019103328279,5906537
125,2008-04-07,31.700838088989258,32.02300099776653,31.33034943301116,31.87802812577817,4088729
126,2008-04-08,30.895429611206055,31.716945433485982,30.669916020825106,31.65251110639974,5753811
127,2008-04-09,30.975975036621094,31.24981222907127,30.621594923088747,30.992083620837526,3776374
128,2008-04-10,31.588064193725586,31.813577678657744,30.81487447829935,30.927630128362456,7075297
129,2008-04-11,31.73304557800293,32.05520841072967,31.410882745276197,31.8941269943663,4012660
130,2008-04-15,32.21628952026367,32.377370924168865,30.992070413622947,31.539746749939322,6362785
131,2008-04-16,31.781362533569336,32.76395933888549,31.652496125196603,32.53844585524062,4725794
132,2008-04-17,33.00558853149414,33.762669832017714,31.910233655169776,32.26461362379368,14831167
133,2008-04-21,33.53715896606445,34.11705251318811,33.182781154071414,33.504943993050496,7639361
134,2008-04-22,34.0848274230957,34.47142448774642,33.1827734317269,33.50493619573178,8814769
135,2008-04-23,34.1170539855957,34.51975755169924,33.66602686548241,34.149271144806654,5265604
136,2008-04-24,32.90895080566406,34.535874021370574,32.61900504575118,34.471441873035175,8801780
137,2008-04-25,33.18278503417969,33.64992076836085,32.731755695985555,33.504947910829706,4095990
138,2008-04-28,33.311641693115234,33.95596729906905,33.18277744584701,33.214992415260895,4708244
139,2008-04-29,33.778785705566406,34.1009485885156,33.34386712446912,33.504948565943714,6497143
140,2008-04-30,34.00429153442383,34.43921220117545,33.82710373704227,34.11704939167244,6331377
141,2008-05-02,34.31034469604492,35.276833032856764,34.24591039241253,34.51974962843169,5658418
142,2008-05-05,34.149269104003906,34.95467618807886,33.92375337261769,34.76137761397825,7642293
143,2008-05-06,33.859317779541016,34.535860534886176,33.66602141001834,33.87542635653615,5061166
144,2008-05-07,33.37607955932617,34.05262243590393,32.86062029675872,33.82710887198024,4303106
145,2008-05-08,32.97336959838867,33.31164097114426,32.780073231675686,33.11834241962498,3642073
146,2008-05-09,32.78007888793945,33.63380957071545,32.2807260310223,32.538456749251154,8621761
147,2008-05-12,32.78007888793945,33.02170102662775,32.05521028706789,32.78007888793945,4890395
148,2008-05-13,32.87671661376953,33.11833868350782,32.60287957894976,32.92504233860081,5056766
149,2008-05-14,32.92505645751953,33.10224648827143,32.216298519318926,32.216298519318926,2982486
150,2008-05-15,32.94115447998047,33.311640819768165,32.21628819228659,32.21628819228659,2646760
151,2008-05-16,33.198883056640625,33.295532332219814,32.79617956239923,33.182776664715995,4422288
152,2008-05-20,33.13446044921875,33.263326915264294,32.79618897995869,32.86062330538492,3464912
153,2008-05-21,33.34385299682617,33.82709711650157,32.37736475747538,32.37736475747538,3419088
154,2008-05-22,32.8928337097168,33.05391513127103,32.53845589318145,32.53845589318145,3558000
155,2008-05-23,32.345149993896484,33.1505569194093,32.21628575973688,32.699529915044565,4417028
156,2008-05-26,32.103546142578125,32.29684478836623,30.605487099738742,30.605487099738742,2605807
157,2008-05-27,31.137042999267578,32.5062349218682,30.99207017383584,32.15185496209609,3316550
158,2008-05-28,32.280723571777344,32.474019957118074,30.70212440839233,31.249800777400804,4505700
159,2008-05-29,32.81229782104492,33.18278645595075,31.861917731168127,32.61900139765691,11026212
160,2008-05-30,31.765268325805664,33.02170490545353,31.636404043957793,32.89283843879874,4023430
161,2008-06-02,30.41217613220215,32.216288682974636,29.961146902105867,31.571960899293337,4431595
162,2008-06-03,29.284610748291016,30.283314266199774,29.010771453570353,29.961151418202114,6240766
163,2008-06-04,28.382545471191406,29.46178936398038,28.2053555231795,29.155735190944878,5762089
164,2008-06-05,28.334228515625,28.54363567709236,27.38384855378484,28.350337094938897,9721099
165,2008-06-06,28.02817153930664,29.204067128292095,27.625468019408835,28.189252947265768,6317089
166,2008-06-09,27.64157485961914,28.318117604442612,26.417355799122824,27.706006981791308,6500809
167,2008-06-10,27.44827651977539,27.67379222632492,26.820059500345575,27.383844397106795,6717902
168,2008-06-11,27.577146530151367,28.0281736321929,27.383847952244093,27.706010792218496,2586175
169,2008-06-12,27.770448684692383,27.9315301380986,26.417364913041524,27.222772180072635,3244212
170,2008-06-13,27.593246459960938,27.995949883700863,27.30329868398465,27.722110681635353,4248430
171,2008-06-16,28.559741973876953,28.994660471753082,27.738226342591204,27.83487562594361,4354615
172,2008-06-17,29.413475036621094,29.638988593434878,28.060391510931737,28.962447922993523,4736084
173,2008-06-18,29.381256103515625,30.025583945911116,29.31682397471803,29.31682397471803,5055019
174,2008-06-19,28.753036499023438,29.316821399898036,28.285900875260037,28.801362229982196,4221271
175,2008-06-20,28.09260368347168,29.107417865146164,27.722117318851637,28.994660005580194,3837789
176,2008-06-23,27.110015869140625,27.963748932846094,26.836178693270966,27.86709961820679,4516050
177,2008-06-24,26.272382736206055,27.512710362030216,25.998543488487076,27.110004686346787,5238203
178,2008-06-25,25.547523498535156,26.079091379174862,24.967629874778375,25.773037078660884,3933879
179,2008-06-26,26.997257232666016,28.157044513135588,25.69249708833948,25.69249708833948,18253250
180,2008-06-27,25.80524444580078,26.675085717317643,25.660271628816712,26.095192264575143,6821283
181,2008-06-30,25.28978729248047,26.030762196926347,24.564920965593362,25.789140087963975,4596315
182,2008-07-01,23.501785278320312,25.28978947597777,22.5997288900168,25.28978947597777,6202295
183,2008-07-02,24.532711029052734,24.79044179140933,22.760815041960818,23.517898746731998,5245963
184,2008-07-03,23.888381958007812,24.532707683631827,23.195732676884695,24.323302696726717,4726793
185,2008-07-04,24.21055030822754,24.677686128221605,23.35681940219726,23.517900870112953,4862814
186,2008-07-07,24.742101669311523,25.740806973891257,24.532696775515337,24.532696775515337,5528014
187,2008-07-08,25.466983795166016,26.09520100232073,22.873569873328606,22.873569873328606,8354280
188,2008-07-09,27.238880157470703,27.351635861466825,25.805253506146776,25.805253506146776,6860769
189,2008-07-10,28.430871963500977,28.769143320343648,26.481786702461,27.23887011135621,7216175
190,2008-07-11,27.07779312133789,29.059093671558465,26.868385968877856,28.70471586592897,6040791
191,2008-07-14,27.093900680541992,28.06039140650223,26.41736001261845,26.41736001261845,5942149
192,2008-07-15,25.96632957458496,26.70730452719656,25.77303318573403,26.417358851516887,3693378
193,2008-07-16,25.257572174072266,26.41735926453661,24.822651468946493,25.966329980553112,6973872
194,2008-07-17,26.546226501464844,26.739525099812088,25.773036477689498,25.773036477689498,5038238
195,2008-07-18,28.02817153930664,28.253685073488132,26.240167473999094,27.02946593603751,5983177
196,2008-07-21,29.60677146911621,29.783961459745594,28.044280894665953,28.5114165537387,8754188
197,2008-07-22,30.81488037109375,31.08871744630426,29.349039161509914,29.606769844207022,12631056
198,2008-07-23,32.98948287963867,33.633808563512396,31.604182222348832,32.18407577479651,12798869
199,2008-07-24,31.829702377319336,33.60159837552432,29.848401362340226,29.848401362340226,10764301
200,2008-07-25,31.89411735534668,32.925039856352726,30.686007097735732,31.491413936143033,10710381
201,2008-07-28,31.636404037475586,32.522351983217185,31.282023985256174,31.894132601118514,5533881
202,2008-07-29,30.363842010498047,31.410870819328423,30.12221997769104,30.927626753714403,5145929
203,2008-07-30,31.636404037475586,31.894132601118514,30.637698206535006,30.637698206535006,7354746
204,2008-07-31,30.524934768676758,32.18407465796093,30.122231230230092,32.18407465796093,6006517
205,2008-08-01,31.41087532043457,31.539741733947995,28.99465464612561,30.041683604992826,4699412
206,2008-08-04,31.60418128967285,32.1840748250072,30.782665630016407,30.782665630016407,4301346
207,2008-08-05,33.02169418334961,33.26331627196515,31.41087807443975,31.73304085926048,9161115
208,2008-08-06,32.18407440185547,34.19759207806619,31.95856085908117,34.19759207806619,8616591
209,2008-08-07,32.103546142578125,32.828412787072466,31.104840114018536,31.104840114018536,4809365
210,2008-08-08,31.555849075317383,32.345147361112545,31.443091241001248,31.733036836662837,4883824
211,2008-08-11,31.845808029174805,32.31294376693479,31.604185869836176,31.958565910788906,2714705
212,2008-08-12,31.298128128051758,32.21629310643999,31.056505995297655,32.05520949979731,5801276
213,2008-08-13,31.42698860168457,31.7330428293034,30.686013713634626,30.927635817250497,2754609
214,2008-08-14,30.6699161529541,31.571970518364033,30.605481825590267,31.249807620772778,2566362
215,2008-08-18,30.315534591674805,31.249806074539105,30.025588872111914,30.60548031123769,2963058
216,2008-08-19,29.751745223999023,30.444394444940098,29.13963452695648,30.26720663363416,2941144
217,2008-08-20,30.090017318725586,30.33163945031088,29.880610160467707,29.961150870996136,3319410
218,2008-08-21,29.767850875854492,30.26720365768973,29.413470918473006,29.961147246857387,4138486
219,2008-08-22,29.461801528930664,30.798778793424475,28.704720070903267,30.798778793424475,4139879
220,2008-08-25,29.783964157104492,30.18666772463882,29.57455699110263,30.18666772463882,2034227
221,2008-08-26,29.83228874206543,29.928938038574476,29.284612308256495,29.477908716467837,1489491
222,2008-08-27,29.236289978027344,30.202778686245736,29.07520852665761,29.99337367338789,4297168
223,2008-08-28,28.80136489868164,29.63898694671029,28.430876332894094,29.316824116359307,7382078
224,2008-08-29,29.99337387084961,30.106131761473566,29.18796660869854,29.3168308967199,2219080
225,2008-09-01,29.977134704589844,30.10697519803681,29.37661746934229,29.928442868528784,3417069
226,2008-09-02,31.551464080810547,31.681304581813205,29.92844461012893,30.18812781349231,5030404
227,2008-09-04,30.886028289794922,31.454084365870433,30.626345071888768,31.194401147964278,2813325
228,2008-09-05,30.204364776611328,30.545198915097725,29.86353063812493,30.512737682343396,3330688
229,2008-09-08,31.794906616210938,33.077089413220314,31.486531671475227,31.811135022685566,8377948
230,2008-09-09,31.908525466918945,32.16820866139256,31.17816772072576,31.79491558277035,3737279
231,2008-09-10,31.632619857788086,32.168214759315866,31.3242447676301,31.746229763472982,3847698
232,2008-09-11,30.78864860534668,31.486545230439262,30.545195987101593,31.486545230439262,2567354
233,2008-09-12,31.097007751464844,31.94097733595888,30.593872122299448,30.999626306891326,6093354
234,2008-09-15,29.1331729888916,30.431587089607635,28.256743911179992,29.960912418369784,6770268
235,2008-09-16,29.701223373413086,29.960906583252697,27.591300870673173,27.997055198123157,4654621
236,2008-09-17,28.938405990600586,30.12320772295525,28.565110695859012,30.12320772295525,4674190
237,2008-09-18,28.873477935791016,29.441533872845337,26.796017103678274,28.5651051530902,6603710
238,2008-09-19,30.626344680786133,30.78864641473509,29.214318714886932,29.555152796451377,9821730
239,2008-09-22,29.96091079711914,32.784963074447674,29.71745816640864,31.486546842633253,4162514
240,2008-09-23,29.603845596313477,30.26928321681153,29.052020082251087,29.603845596313477,6569683
241,2008-09-24,30.28551483154297,30.610118344803375,29.31170429176175,29.701228067402546,5730103
242,2008-09-25,29.344158172607422,30.496500796279474,28.64625947311352,30.36665810268721,10926783
243,2008-09-26,28.873477935791016,29.506456312451945,28.370344438343306,29.506456312451945,4967945
244,2008-09-29,27.802289962768555,29.701218588499163,27.266693016005238,29.701218588499163,7859964
245,2008-09-30,27.850975036621094,28.889705337320333,26.292878484893535,26.292878484893535,6616439
246,2008-10-01,28.776100158691406,29.052011735775604,27.63998602480898,28.20804419242907,3743739
247,2008-10-03,29.181852340698242,29.538914744660012,28.402802893098965,28.922169191498483,4681406
248,2008-10-06,28.581340789794922,29.214317076424237,27.997054140076315,28.857254602576997,5560277
249,2008-10-07,29.522682189941406,30.155660512335498,28.565102704131377,28.565102704131377,9928258
250,2008-10-08,29.29546356201172,29.538916112908716,27.299151323841727,28.53264689001575,9985473
251,2008-10-10,29.116928100585938,29.782365441307928,26.958316596740737,29.181850534886593,9025179
252,2008-10-13,29.701223373413086,29.928445356513453,29.068247062862735,29.263010020581973,6805621
253,2008-10-14,28.987092971801758,30.804873037045432,28.759871013985766,29.86352178129651,5099383
254,2008-10-15,28.7436466217041,29.360392383701463,28.43527374070542,28.824797495722613,5495022
255,2008-10-16,27.639989852905273,28.337888600357275,27.104395033936253,28.337888600357275,6651066
256,2008-10-17,25.562532424926758,28.402813071688044,25.18923707625167,28.208052291010873,5586092
257,2008-10-20,25.854665756225586,26.87716775629932,25.043157280623085,25.659905042895563,7922965
258,2008-10-21,26.065673828125,27.42900838775188,25.319085173623012,26.11436348329212,8047276
259,2008-10-22,24.637409210205078,26.000743350223694,24.39395660658182,25.805982588139994,5408099
260,2008-10-23,23.436372756958008,24.247881295502197,23.079308119455444,24.020659344981382,6641370
261,2008-10-24,20.40133285522461,23.04685018807064,20.12541903218064,22.722246726305084,9905588
262,2008-10-27,18.827007293701172,20.125421286182856,16.87938630497864,20.02803979647506,12878172
263,2008-10-29,21.310230255126953,22.6573342002668,19.4762187499475,21.423840184670475,13094201
264,2008-10-31,22.673553466796875,23.37145211895881,21.553672142813497,22.430100909350152,8097887
265,2008-11-03,23.371458053588867,23.988203808518826,22.55994712134465,23.95574257874006,4951148
266,2008-11-04,24.39395523071289,24.588718183169743,22.93323969136068,23.04684957916213,4515828
267,2008-11-05,23.501291275024414,25.578754302048463,23.046845205976513,25.578754302048463,6145587
268,2008-11-06,22.722244262695312,24.264112740266086,22.25156973443874,23.04684768926645,4896229
269,2008-11-07,24.4913387298584,25.221696559860046,22.397644522767077,22.559946262767443,8250147
270,2008-11-10,25.043169021606445,25.61122522084986,24.491343439756005,25.25416044363911,3775177
271,2008-11-11,24.751022338867188,25.789753050744196,24.182966240035885,25.156776695175257,8900004
272,2008-11-12,23.712289810180664,25.2866176187306,23.42014754944441,25.2866176187306,5705390
273,2008-11-14,23.631139755249023,24.66987272127026,23.33899748440454,23.50129923517556,4038880
274,2008-11-17,24.604951858520508,25.416462866459895,22.397647464348857,25.416462866459895,5361538
275,2008-11-18,23.27407455444336,24.54002718468809,22.819628383602026,24.54002718468809,6392448
276,2008-11-19,22.70601463317871,24.10180973275435,22.41387024413762,23.371452062188258,5606729
277,2008-11-20,22.462570190429688,22.88455301365807,21.504988026473683,22.722251250459905,5080395
278,2008-11-21,23.89081573486328,24.637404001747473,21.748432395344768,22.316488350376133,8350092
279,2008-11-24,24.4913387298584,24.88086246558763,23.274075679855645,24.60494862704371,5420119
280,2008-11-25,23.89081573486328,25.043158255341304,23.69605501395287,24.75101607329683,5453771
281,2008-11-26,24.42641258239746,24.79970561381548,23.45260237728154,24.150498810404866,5246053
282,2008-11-27,24.42641258239746,24.426412582397457,24.426412582397457,24.426412582397457,0
283,2008-11-28,24.036897659301758,24.50757456669059,23.079317629511078,23.696065693756335,8464961
284,2008-12-01,23.842134475708008,25.44892144379473,23.744752980384284,24.507572125501877,5733003
285,2008-12-02,23.631139755249023,23.89082299675433,22.88455126143065,23.66360098594658,5879324
286,2008-12-03,24.34526824951172,24.653641123415593,23.128005167239877,23.858363016602983,6430656
287,2008-12-04,25.513835906982422,25.64367860501718,21.586133365535265,21.586133365535265,4648185
288,2008-12-05,25.205469131469727,26.422732335330203,24.361499096249723,24.361499096249723,5338962
289,2008-12-08,25.270383834838867,26.098123071597666,24.182963599484232,25.88713170989904,11709287
290,2008-12-10,24.864627838134766,26.455185954235287,24.507565388579213,26.455185954235287,11172070
291,2008-12-11,24.588712692260742,25.30283968953397,24.19918687433211,25.30283968953397,9867592
292,2008-12-12,23.825895309448242,24.101809080291464,23.306528988340187,23.988197009624795,9847702
293,2008-12-15,24.215417861938477,24.751014769278807,24.02065715128912,24.63740270371515,5741641
294,2008-12-16,25.140544891357422,25.44891774729207,23.046850750765053,24.345266830886526,9183505
295,2008-12-17,25.108081817626953,25.805980546960054,24.442644313419294,25.805980546960054,8720755
296,2008-12-18,25.854665756225586,26.13057951847349,24.540021585478005,24.540021585478005,12640018
297,2008-12-19,27.10439682006836,27.429000295709,25.822213531559456,26.61749160660739,10050607
298,2008-12-22,27.12062644958496,27.347848434013123,26.17927508358525,26.17927508358525,6524631
299,2008-12-23,26.56879997253418,27.380308667991553,26.374039206439342,26.942095293259506,5151765
300,2008-12-24,26.114355087280273,26.925863754883675,21.910738428008138,21.910738428008138,13318746
301,2008-12-26,26.163047790527344,27.54261268700235,25.481381750731206,27.54261268700235,5480531
302,2008-12-29,26.714868545532227,26.925859888267,25.64367681784975,26.45518536891862,3418418
303,2008-12-30,26.666179656982422,27.104395203504467,25.676138675054972,26.64994904389678,4868199
304,2008-12-31,26.990781784057617,27.396536084426334,26.3902667403267,27.396536084426334,4396180
305,2009-01-02,27.38031768798828,27.83476402796924,26.860953272614406,27.83476402796924,3976548
306,2009-01-05,26.76356315612793,27.83475508305418,26.422729061011637,27.83475508305418,4505326
307,2009-01-06,26.56879997253418,27.786065217078463,26.13058659780213,27.786065217078463,3969700
